transaction_id,ledger_entry_id,account_id,debit_amount,credit_amount,currency,ledger_created_at,ledger_status,reconciliation_status,ledger_description
TXN1101,LED-401101,ACC-602,1289.75,0.00,INR,2026-08-03T17:12:20.408Z,POSTED,RECONCILED,Payment settlement for order ORD-7101
TXN1102,LED-401102,ACC-603,837.50,0.00,USD,2026-08-03T12:23:01.279Z,POSTED,RECONCILED,Payment settlement for order ORD-7102
TXN1103,LED-401103,ACC-604,335.50,0.00,EUR,2026-08-03T13:09:40.514Z,POSTED,RECONCILED,Payment settlement for order ORD-7103
TXN1104,LED-401104,ACC-605,382.00,0.00,INR,2026-08-03T14:40:25.684Z,POSTED,RECONCILED,Payment settlement for order ORD-7104
TXN1105,LED-401105,ACC-606,1580.25,0.00,USD,2026-08-03T13:23:46.051Z,POSTED,RECONCILED,Payment settlement for order ORD-7105
TXN1106,LED-401106,ACC-607,2128.50,0.00,EUR,2026-08-05T16:36:56.443Z,POSTED,RECONCILED,Payment settlement for order ORD-7106 - delayed batch
TXN1107,LED-401107,ACC-608,532.75,0.00,INR,2026-08-03T10:25:54.778Z,POSTED,RECONCILED,Payment settlement for order ORD-7107
TXN1109,LED-401109,ACC-610,2252.25,0.00,EUR,2026-08-03T15:30:50.489Z,POSTED,RECONCILED,Payment settlement for order ORD-7109
TXN1110,LED-401110,ACC-611,828.25,0.00,INR,2026-08-03T16:39:21.221Z,POSTED,UNRECONCILED,Payment settlement awaiting bank confirmation
TXN1111,LED-401111,ACC-612,784.75,0.00,USD,2026-08-04T16:31:19.553Z,POSTED,UNRECONCILED,Payment attempted but bank rejected
TXN1112,LED-401112,ACC-613,1517.50,0.00,EUR,2026-08-04T11:00:26.947Z,POSTED,RECONCILED,Payment settlement for order ORD-7112
TXN1113,LED-401113,ACC-614,576.50,0.00,INR,2026-08-04T12:04:14.685Z,POSTED,RECONCILED,Payment settlement for order ORD-7113
TXN1114,LED-401114,ACC-615,1985.00,0.00,USD,2026-08-04T17:55:51.561Z,PENDING,UNRECONCILED,Payment settlement pending bank completion
TXN1115,LED-401115,ACC-616,1830.75,0.00,EUR,2026-08-04T18:30:40.681Z,POSTED,RECONCILED,Payment settlement for order ORD-7115
TXN1116,LED-401116,ACC-617,756.25,0.00,INR,2026-08-04T10:13:19.388Z,POSTED,RECONCILED,Payment settlement for order ORD-7116
TXN1117,LED-401117,ACC-618,2031.00,0.00,USD,2026-08-04T14:04:01.695Z,POSTED,RECONCILED,Payment settlement for order ORD-7117
TXN1118,LED-401118,ACC-619,1457.00,0.00,EUR,2026-08-04T18:45:37.564Z,POSTED,RECONCILED,Payment settlement for order ORD-7118
TXN1119,LED-401119,ACC-620,2033.00,0.00,INR,2026-08-04T11:22:36.912Z,POSTED,RECONCILED,Payment settlement for order ORD-7119
TXN1120,LED-401120,ACC-621,1958.75,0.00,USD,2026-08-04T08:43:44.615Z,POSTED,RECONCILED,Payment settlement for order ORD-7120
TXN1121,LED-401121,ACC-622,1834.00,0.00,EUR,2026-08-04T13:50:05.638Z,POSTED,RECONCILED,Payment settlement for order ORD-7121
TXN1122,LED-401122,ACC-623,2260.50,0.00,INR,2026-08-04T09:44:12.691Z,POSTED,RECONCILED,Payment settlement for order ORD-7122
TXN1123,LED-401123,ACC-624,1435.75,0.00,USD,2026-08-04T08:44:43.457Z,POSTED,RECONCILED,Payment settlement for order ORD-7123
TXN1124,LED-401124,ACC-625,2361.00,0.00,EUR,2026-08-04T11:29:48.490Z,POSTED,RECONCILED,Payment settlement for order ORD-7124
TXN1125,LED-401125,ACC-626,837.50,0.00,INR,2026-08-04T08:46:40.265Z,POSTED,RECONCILED,Payment settlement for order ORD-7125
TXN1126,LED-401126,ACC-627,2262.50,0.00,USD,2026-08-04T12:01:19.493Z,POSTED,RECONCILED,Payment settlement for order ORD-7126
TXN1127,LED-401127,ACC-628,38.25,0.00,EUR,2026-08-04T08:49:59.702Z,POSTED,RECONCILED,Payment settlement for order ORD-7127
TXN1128,LED-401128,ACC-629,1964.00,0.00,INR,2026-08-04T17:25:46.797Z,POSTED,UNRECONCILED,Payment attempted but bank rejected
TXN1129,LED-401129,ACC-630,753.00,0.00,USD,2026-08-04T18:26:16.186Z,POSTED,RECONCILED,Payment settlement for order ORD-7129
TXN1130,LED-401130,ACC-631,795.00,0.00,EUR,2026-08-04T17:20:13.253Z,PENDING,UNRECONCILED,Payment settlement pending bank completion
TXN1131,LED-401131,ACC-632,929.50,0.00,INR,2026-08-04T12:37:54.679Z,POSTED,RECONCILED,Payment settlement for order ORD-7131
TXN1132,LED-401132,ACC-633,2088.00,0.00,USD,2026-08-04T12:25:05.877Z,POSTED,RECONCILED,Payment settlement for order ORD-7132
TXN1133,LED-401133,ACC-634,1997.25,0.00,EUR,2026-08-04T16:08:24.775Z,POSTED,RECONCILED,Payment settlement for order ORD-7133
TXN1134,LED-401134,ACC-635,1256.50,0.00,INR,2026-08-04T11:51:35.431Z,POSTED,RECONCILED,Payment settlement for order ORD-7134
TXN1135,LED-401135,ACC-636,465.00,0.00,USD,2026-08-04T14:21:57.324Z,POSTED,RECONCILED,Payment settlement for order ORD-7135
TXN1136,LED-401136,ACC-637,224.75,0.00,EUR,2026-08-04T16:02:33.782Z,POSTED,RECONCILED,Payment settlement for order ORD-7136
TXN1137,LED-401137,ACC-638,1133.50,0.00,INR,2026-08-04T15:01:08.008Z,POSTED,RECONCILED,Payment settlement for order ORD-7137
TXN1138,LED-401138,ACC-639,1392.25,0.00,USD,2026-08-04T10:33:31.328Z,POSTED,RECONCILED,Payment settlement for order ORD-7138
TXN1139,LED-401139,ACC-640,1601.00,0.00,EUR,2026-08-04T17:41:11.465Z,POSTED,RECONCILED,Payment settlement for order ORD-7139
TXN1140,LED-401140,ACC-641,2360.50,0.00,INR,2026-08-04T15:00:15.986Z,POSTED,RECONCILED,Payment settlement for order ORD-7140
TXN1141,LED-401141,ACC-642,1869.50,0.00,USD,2026-08-05T13:04:02.917Z,POSTED,RECONCILED,Payment settlement for order ORD-7141
TXN1142,LED-401142,ACC-643,728.75,0.00,EUR,2026-08-05T10:11:19.121Z,POSTED,RECONCILED,Payment settlement for order ORD-7142
TXN1143,LED-401143,ACC-644,1937.00,0.00,INR,2026-08-05T12:07:10.510Z,POSTED,RECONCILED,Payment settlement for order ORD-7143
TXN1144,LED-401144,ACC-645,1296.75,0.00,USD,2026-08-05T15:49:11.329Z,POSTED,RECONCILED,Payment settlement for order ORD-7144
TXN1145,LED-401145,ACC-646,1805.25,0.00,EUR,2026-08-05T11:22:50.528Z,POSTED,RECONCILED,Payment settlement for order ORD-7145
TXN1146,LED-401146,ACC-647,1664.75,0.00,INR,2026-08-07T09:39:25.970Z,POSTED,RECONCILED,Payment settlement for order ORD-7146 - delayed batch
TXN1147,LED-401147,ACC-648,2275.75,0.00,USD,2026-08-05T11:30:56.634Z,POSTED,RECONCILED,Payment settlement for order ORD-7147
TXN1148,LED-401148,ACC-649,251.50,0.00,EUR,2026-08-05T09:49:41.969Z,POSTED,RECONCILED,Payment settlement for order ORD-7148
TXN1149,LED-401149,ACC-650,2377.25,0.00,INR,2026-08-05T17:00:26.654Z,POSTED,RECONCILED,Payment settlement for order ORD-7149
TXN1150,LED-401150,ACC-601,2052.25,0.00,USD,2026-08-05T10:32:10.800Z,POSTED,RECONCILED,Payment settlement for order ORD-7150
TXN1151,LED-401151,ACC-602,2278.75,0.00,EUR,2026-08-05T08:48:30.301Z,POSTED,RECONCILED,Payment settlement for order ORD-7151
TXN1152,LED-401152,ACC-603,1254.00,0.00,INR,2026-08-05T12:43:55.452Z,POSTED,RECONCILED,Payment settlement for order ORD-7152
TXN1153,LED-401153,ACC-604,1979.25,0.00,USD,2026-08-07T17:03:51.229Z,POSTED,RECONCILED,Payment settlement for order ORD-7153 - delayed batch
TXN1154,LED-401154,ACC-605,2368.00,0.00,EUR,2026-08-05T11:27:20.627Z,POSTED,RECONCILED,Payment settlement for order ORD-7154
TXN1155,LED-401155,ACC-606,1211.50,0.00,INR,2026-08-05T12:44:04.489Z,POSTED,UNRECONCILED,Payment attempted but bank rejected
TXN1156,LED-401156,ACC-607,545.50,0.00,USD,2026-08-05T10:39:42.559Z,POSTED,RECONCILED,Payment settlement for order ORD-7156
TXN1157,LED-401157,ACC-608,504.50,0.00,EUR,2026-08-05T15:35:44.392Z,POSTED,RECONCILED,Payment settlement for order ORD-7157
TXN1158,LED-401158,ACC-609,1613.25,0.00,INR,2026-08-05T14:46:16.149Z,POSTED,RECONCILED,Payment settlement for order ORD-7158
TXN1159,LED-401159,ACC-610,2071.00,0.00,USD,2026-08-05T11:45:09.721Z,POSTED,UNRECONCILED,Payment settlement awaiting bank confirmation
TXN1160,LED-401160,ACC-611,2283.75,0.00,EUR,2026-08-05T12:01:35.726Z,POSTED,UNRECONCILED,Payment attempted but bank rejected
TXN1161,LED-401161,ACC-612,72.50,0.00,INR,2026-08-05T17:02:35.493Z,POSTED,RECONCILED,Payment settlement for order ORD-7161
TXN1162,LED-401162,ACC-613,1615.75,0.00,USD,2026-08-05T13:59:17.791Z,POSTED,RECONCILED,Payment settlement for order ORD-7162
TXN1163,LED-401163,ACC-614,1307.25,0.00,EUR,2026-08-05T17:38:03.821Z,POSTED,RECONCILED,Payment settlement for order ORD-7163
TXN1164,LED-401164,ACC-615,2149.50,0.00,INR,2026-08-05T10:02:09.434Z,POSTED,UNRECONCILED,Payment attempted but bank rejected
TXN1165,LED-401165,ACC-616,1216.25,0.00,USD,2026-08-05T14:06:58.543Z,POSTED,RECONCILED,Payment settlement for order ORD-7165
TXN1166,LED-401166,ACC-617,775.00,0.00,EUR,2026-08-05T10:22:37.113Z,POSTED,RECONCILED,Payment settlement for order ORD-7166
TXN1167,LED-401167,ACC-618,1484.75,0.00,INR,2026-08-05T13:38:55.385Z,POSTED,RECONCILED,Payment settlement for order ORD-7167
TXN1168,LED-401168,ACC-619,1543.25,0.00,USD,2026-08-05T11:30:55.427Z,POSTED,RECONCILED,Payment settlement for order ORD-7168
TXN1169,LED-401169,ACC-620,1552.00,0.00,EUR,2026-08-05T15:30:57.740Z,POSTED,RECONCILED,Payment settlement for order ORD-7169
TXN1170,LED-401170,ACC-621,2111.25,0.00,INR,2026-08-05T11:21:54.762Z,POSTED,UNRECONCILED,Payment attempted but bank rejected
TXN1171,LED-401171,ACC-622,1990.25,0.00,USD,2026-08-06T11:01:17.745Z,POSTED,RECONCILED,Payment settlement for order ORD-7171
TXN1172,LED-401172,ACC-623,1865.50,0.00,EUR,2026-08-06T15:05:09.596Z,POSTED,RECONCILED,Payment settlement for order ORD-7172
TXN1173,LED-401173,ACC-624,2291.00,0.00,INR,2026-08-06T09:20:36.622Z,PENDING,UNRECONCILED,Payment settlement pending bank completion
TXN1174,LED-401174,ACC-625,2080.50,0.00,USD,2026-08-06T08:53:14.387Z,POSTED,RECONCILED,Payment settlement for order ORD-7174
TXN1175,LED-401175,ACC-626,1822.00,0.00,EUR,2026-08-06T11:29:23.338Z,POSTED,RECONCILED,Payment settlement for order ORD-7175
TXN1176,LED-401176,ACC-627,2115.75,0.00,INR,2026-08-06T14:53:35.081Z,POSTED,RECONCILED,Payment settlement for order ORD-7176
TXN1177,LED-401177,ACC-628,1157.25,0.00,USD,2026-08-06T10:18:40.799Z,POSTED,RECONCILED,Payment settlement for order ORD-7177
TXN1178,LED-401178,ACC-629,1949.75,0.00,EUR,2026-08-06T17:29:15.435Z,POSTED,RECONCILED,Payment settlement for order ORD-7178
TXN1179,LED-401179,ACC-630,292.75,0.00,INR,2026-08-06T08:58:27.799Z,POSTED,RECONCILED,Payment settlement for order ORD-7179
TXN1180,LED-401180,ACC-631,1584.00,0.00,USD,2026-08-06T17:06:29.525Z,PENDING,UNRECONCILED,Payment settlement pending bank completion
TXN1181,LED-401181,ACC-632,1951.50,0.00,EUR,2026-08-08T15:19:06.752Z,POSTED,RECONCILED,Payment settlement for order ORD-7181 - delayed batch
TXN1182,LED-401182,ACC-633,1496.75,0.00,INR,2026-08-08T13:45:24.435Z,POSTED,RECONCILED,Payment settlement for order ORD-7182 - delayed batch
TXN1183,LED-401183,ACC-634,1019.75,0.00,USD,2026-08-06T14:49:03.158Z,POSTED,RECONCILED,Payment settlement for order ORD-7183
TXN1184,LED-401184,ACC-635,361.00,0.00,EUR,2026-08-06T10:05:12.336Z,POSTED,RECONCILED,Payment settlement for order ORD-7184
TXN1185,LED-401185,ACC-636,253.75,0.00,INR,2026-08-06T13:02:45.709Z,POSTED,RECONCILED,Payment settlement for order ORD-7185
TXN1186,LED-401186,ACC-637,1296.25,0.00,USD,2026-08-06T13:34:18.290Z,POSTED,RECONCILED,Payment settlement for order ORD-7186
TXN1188,LED-401188,ACC-639,546.75,0.00,INR,2026-08-08T11:20:41.979Z,POSTED,RECONCILED,Payment settlement for order ORD-7188 - delayed batch
TXN1189,LED-401189,ACC-640,843.50,0.00,USD,2026-08-06T14:31:47.150Z,POSTED,RECONCILED,Payment settlement for order ORD-7189
TXN1190,LED-401190,ACC-641,246.50,0.00,EUR,2026-08-06T09:04:40.918Z,POSTED,RECONCILED,Payment settlement for order ORD-7190
TXN1191,LED-401191,ACC-642,800.25,0.00,INR,2026-08-06T13:50:50.072Z,POSTED,RECONCILED,Payment settlement for order ORD-7191
TXN1192,LED-401192,ACC-643,703.00,0.00,USD,2026-08-06T13:28:46.667Z,POSTED,RECONCILED,Payment settlement for order ORD-7192
TXN1193,LED-401193,ACC-644,557.00,0.00,EUR,2026-08-06T12:56:07.683Z,POSTED,RECONCILED,Payment settlement for order ORD-7193
TXN1194,LED-401194,ACC-645,960.50,0.00,INR,2026-08-06T18:05:42.578Z,POSTED,UNRECONCILED,Payment settlement awaiting bank confirmation
TXN1195,LED-401195,ACC-646,1801.50,0.00,USD,2026-08-06T12:26:07.920Z,POSTED,RECONCILED,Payment settlement for order ORD-7195
TXN1196,LED-401196,ACC-647,2321.00,0.00,EUR,2026-08-06T09:54:06.882Z,POSTED,RECONCILED,Payment settlement for order ORD-7196
TXN1197,LED-401197,ACC-648,991.00,0.00,INR,2026-08-08T14:20:10.258Z,POSTED,RECONCILED,Payment settlement for order ORD-7197 - delayed batch
