entry_id,payment_id,settlement_id,merchant_id,account_type,amount_inr,entry_type,post_date,status,hold_reason
led_demo_0043,pay_demo_0043,setl_demo_0043,acc_demo_019,merchant_payable,5849.61,credit,2026-08-06,posted,
led_demo_0044,pay_demo_0044,setl_demo_0044,acc_demo_020,merchant_payable,5983.38,credit,2026-08-06,posted,
led_demo_0045,pay_demo_0045,setl_demo_0045,acc_demo_021,merchant_payable,6117.15,credit,2026-08-07,posted,
led_demo_0046,pay_demo_0046,setl_demo_0046,acc_demo_022,merchant_payable,6250.91,credit,2026-08-07,posted,
led_demo_0047,pay_demo_0047,setl_demo_0047,acc_demo_023,merchant_payable,6384.68,credit,2026-08-07,posted,
led_demo_0048,pay_demo_0048,setl_demo_0048,acc_demo_024,merchant_payable,6518.45,credit,2026-08-07,posted,
led_demo_0049,pay_demo_0049,setl_demo_0049,acc_demo_025,merchant_payable,6652.21,credit,2026-08-07,posted,
led_demo_0050,pay_demo_0050,setl_demo_0050,acc_demo_001,merchant_payable,6785.98,credit,2026-08-07,posted,
led_demo_0051,pay_demo_0051,setl_demo_0051,acc_demo_002,merchant_payable,6919.75,credit,2026-08-07,posted,
led_demo_0052,pay_demo_0052,setl_demo_0052,acc_demo_003,merchant_payable,7053.51,credit,2026-08-07,posted,
led_demo_0053,pay_demo_0053,setl_demo_0053,acc_demo_004,merchant_payable,7187.28,credit,2026-08-08,posted,
led_demo_0054,pay_demo_0054,setl_demo_0054,acc_demo_005,merchant_payable,7321.05,credit,2026-08-08,posted,
led_demo_0055,pay_demo_0055,setl_demo_0055,acc_demo_006,merchant_payable,7454.81,credit,2026-08-08,posted,
led_demo_0056,pay_demo_0056,setl_demo_0056,acc_demo_007,merchant_payable,7588.58,credit,2026-08-08,posted,
led_demo_0057,pay_demo_0057,setl_demo_0057,acc_demo_008,merchant_payable,7722.35,credit,2026-08-08,posted,
led_demo_0058,pay_demo_0058,setl_demo_0058,acc_demo_009,merchant_payable,7856.11,credit,2026-08-08,posted,
led_demo_0059,pay_demo_0059,setl_demo_0059,acc_demo_010,merchant_payable,7989.88,credit,2026-08-08,posted,
led_demo_0060,pay_demo_0060,setl_demo_0060,acc_demo_011,merchant_payable,8123.65,credit,2026-08-08,pending_clearance,
led_demo_0061,pay_demo_0061,setl_demo_0061,acc_demo_012,merchant_payable,8257.41,credit,2026-08-09,posted,
led_demo_0062,pay_demo_0062,setl_demo_0062,acc_demo_013,merchant_payable,8391.18,credit,2026-08-09,posted,
led_demo_0063,pay_demo_0063,setl_demo_0063,acc_demo_014,merchant_payable,8524.95,credit,2026-08-09,posted,
led_demo_0064,pay_demo_0064,setl_demo_0064,acc_demo_015,merchant_payable,8658.72,credit,2026-08-09,posted,
led_demo_0065,pay_demo_0065,setl_demo_0065,acc_demo_016,merchant_payable,8792.48,credit,2026-08-09,posted,
led_demo_0066,pay_demo_0066,setl_demo_0066,acc_demo_017,merchant_payable,8926.25,credit,2026-08-09,posted,
led_demo_0067,pay_demo_0067,setl_demo_0067,acc_demo_018,merchant_payable,9060.02,credit,2026-08-09,posted,
led_demo_0068,pay_demo_0068,setl_demo_0068,acc_demo_019,merchant_payable,9193.78,credit,2026-08-09,posted,
led_demo_0069,pay_demo_0069,setl_demo_0069,acc_demo_020,merchant_payable,9327.55,credit,2026-08-10,posted,
led_demo_0070,pay_demo_0070,setl_demo_0070,acc_demo_021,merchant_payable,9461.32,credit,2026-08-10,posted,
led_demo_0071,pay_demo_0071,setl_demo_0071,acc_demo_022,merchant_payable,9595.08,credit,2026-08-10,posted,
led_demo_0072,pay_demo_0072,setl_demo_0072,acc_demo_023,merchant_payable,9728.85,credit,2026-08-10,posted,
led_demo_0073,pay_demo_0073,setl_demo_0073,acc_demo_024,merchant_payable,196.26,credit,2026-08-10,posted,
led_demo_0074,pay_demo_0074,setl_demo_0074,acc_demo_025,merchant_payable,330.02,credit,2026-08-10,posted,
led_demo_0075,pay_demo_0075,setl_demo_0075,acc_demo_001,merchant_payable,463.79,credit,2026-08-10,posted,
led_demo_0076,pay_demo_0076,setl_demo_0076,acc_demo_002,merchant_payable,597.56,credit,2026-08-10,posted,
led_demo_0077,pay_demo_0077,setl_demo_0077,acc_demo_003,merchant_payable,731.32,credit,2026-08-11,posted,
led_demo_0078,pay_demo_0078,setl_demo_0078,acc_demo_004,merchant_payable,865.09,credit,2026-08-11,posted,
led_demo_0079,pay_demo_0079,setl_demo_0079,acc_demo_005,merchant_payable,998.86,credit,2026-08-11,posted,
led_demo_0080,pay_demo_0080,setl_demo_0080,acc_demo_006,merchant_payable,1132.62,credit,2026-08-11,pending_clearance,
led_demo_0081,pay_demo_0081,setl_demo_0081,acc_demo_007,merchant_payable,1266.39,credit,2026-08-11,posted,
led_demo_0082,pay_demo_0082,setl_demo_0082,acc_demo_008,merchant_payable,1400.16,credit,2026-08-11,posted,
led_demo_0083,pay_demo_0083,setl_demo_0083,acc_demo_009,merchant_payable,1533.92,credit,2026-08-11,posted,
led_demo_0084,pay_demo_0084,setl_demo_0084,acc_demo_010,merchant_payable,1667.69,credit,2026-08-11,posted,
led_demo_0085,pay_demo_0085,setl_demo_0085,acc_demo_011,merchant_payable,1801.46,credit,2026-08-12,posted,
led_demo_0086,pay_demo_0086,setl_demo_0086,acc_demo_012,merchant_payable,1935.22,credit,2026-08-12,posted,
led_demo_0087,pay_demo_0087,setl_demo_0087,acc_demo_013,merchant_payable,2068.99,credit,2026-08-12,posted,
led_demo_0088,pay_demo_0088,setl_demo_0088,acc_demo_014,merchant_payable,2202.76,credit,2026-08-12,posted,
led_demo_0089,pay_demo_0089,setl_demo_0089,acc_demo_015,merchant_payable,2336.53,credit,2026-08-12,posted,
led_demo_0090,pay_demo_0090,setl_demo_0090,acc_demo_016,merchant_payable,2470.29,credit,2026-08-12,posted,
led_demo_0091,pay_demo_0091,setl_demo_0091,acc_demo_017,merchant_payable,2604.06,credit,2026-08-12,posted,
led_demo_0092,pay_demo_0092,setl_demo_0092,acc_demo_018,merchant_payable,2737.83,credit,2026-08-12,posted,
led_demo_0093,pay_demo_0093,setl_demo_0093,acc_demo_019,merchant_payable,2871.59,credit,2026-08-13,posted,
led_demo_0094,pay_demo_0094,setl_demo_0094,acc_demo_020,merchant_payable,3005.36,credit,2026-08-13,posted,
led_demo_0095,pay_demo_0095,setl_demo_0095,acc_demo_021,merchant_payable,3139.13,credit,2026-08-13,posted,
led_demo_0096,pay_demo_0096,setl_demo_0096,acc_demo_022,merchant_payable,3272.89,credit,2026-08-13,posted,
led_demo_0097,pay_demo_0097,setl_demo_0097,acc_demo_023,merchant_payable,3406.66,credit,2026-08-13,posted,
led_demo_0098,pay_demo_0098,setl_demo_0098,acc_demo_024,merchant_payable,3540.43,credit,2026-08-13,posted,
led_demo_0099,pay_demo_0099,setl_demo_0099,acc_demo_025,merchant_payable,3674.19,credit,2026-08-13,posted,
led_demo_0100,pay_demo_0100,setl_demo_0100,acc_demo_001,merchant_payable,3807.96,credit,2026-08-13,pending_clearance,
led_demo_0101,pay_demo_0101,setl_demo_0101,acc_demo_002,merchant_payable,3941.73,credit,2026-08-14,posted,
led_demo_0102,pay_demo_0102,setl_demo_0102,acc_demo_003,merchant_payable,4075.49,credit,2026-08-14,posted,
led_demo_0103,pay_demo_0103,setl_demo_0103,acc_demo_004,merchant_payable,4209.26,credit,2026-08-14,posted,
led_demo_0104,pay_demo_0104,setl_demo_0104,acc_demo_005,merchant_payable,4343.03,credit,2026-08-14,posted,
led_demo_0105,pay_demo_0105,setl_demo_0105,acc_demo_006,merchant_payable,4476.79,credit,2026-08-14,posted,
led_demo_0106,pay_demo_0106,setl_demo_0106,acc_demo_007,merchant_payable,4610.56,credit,2026-08-14,posted,
led_demo_0107,pay_demo_0107,setl_demo_0107,acc_demo_008,merchant_payable,4744.33,credit,2026-08-14,posted,
led_demo_0108,pay_demo_0108,setl_demo_0108,acc_demo_009,merchant_payable,4878.09,credit,2026-08-14,posted,
led_demo_0109,pay_demo_0109,setl_demo_0109,acc_demo_010,merchant_payable,5011.86,credit,2026-08-15,posted,
led_demo_0110,pay_demo_0110,setl_demo_0110,acc_demo_011,merchant_payable,5145.63,credit,2026-08-15,posted,
led_demo_0111,pay_demo_0111,setl_demo_0111,acc_demo_012,merchant_payable,5279.39,credit,2026-08-15,posted,
led_demo_0112,pay_demo_0112,setl_demo_0112,acc_demo_013,merchant_payable,5413.16,credit,2026-08-15,posted,
led_demo_0113,pay_demo_0113,setl_demo_0113,acc_demo_014,merchant_payable,5546.93,credit,2026-08-15,posted,
led_demo_0114,pay_demo_0114,setl_demo_0114,acc_demo_015,merchant_payable,5680.7,credit,2026-08-15,posted,
led_demo_0115,pay_demo_0115,setl_demo_0115,acc_demo_016,merchant_payable,5814.46,credit,2026-08-15,posted,
led_demo_0116,pay_demo_0116,setl_demo_0116,acc_demo_017,merchant_payable,5948.23,credit,2026-08-15,posted,
led_demo_0117,pay_demo_0117,setl_demo_0117,acc_demo_018,merchant_payable,6082.0,credit,2026-08-16,posted,
led_demo_0118,pay_demo_0118,setl_demo_0118,acc_demo_019,merchant_payable,6215.76,credit,2026-08-16,posted,
led_demo_0119,pay_demo_0119,setl_demo_0119,acc_demo_020,merchant_payable,6349.53,credit,2026-08-16,posted,
led_demo_0120,pay_demo_0120,setl_demo_0120,acc_demo_021,merchant_payable,6483.3,credit,2026-08-16,pending_clearance,
led_demo_0121,pay_demo_0121,setl_demo_0121,acc_demo_022,merchant_payable,6617.06,credit,2026-08-16,posted,
led_demo_0122,pay_demo_0122,setl_demo_0122,acc_demo_023,merchant_payable,6750.83,credit,2026-08-16,posted,
led_demo_0123,pay_demo_0123,setl_demo_0123,acc_demo_024,merchant_payable,6884.6,credit,2026-08-16,posted,
led_demo_0124,pay_demo_0124,setl_demo_0124,acc_demo_025,merchant_payable,7018.36,credit,2026-08-16,posted,
led_demo_0125,pay_demo_0125,setl_demo_0125,acc_demo_001,merchant_payable,7152.13,credit,2026-08-17,posted,
led_demo_0126,pay_demo_0126,setl_demo_0126,acc_demo_002,merchant_payable,7285.9,credit,2026-08-17,posted,
led_demo_0127,pay_demo_0127,setl_demo_0127,acc_demo_003,merchant_payable,7419.66,credit,2026-08-17,posted,
led_demo_0128,pay_demo_0128,setl_demo_0128,acc_demo_004,merchant_payable,7553.43,credit,2026-08-17,posted,
led_demo_0129,pay_demo_0129,setl_demo_0129,acc_demo_005,merchant_payable,7687.2,credit,2026-08-17,posted,
led_demo_0130,pay_demo_0130,setl_demo_0130,acc_demo_006,merchant_payable,7820.96,credit,2026-08-17,posted,
led_demo_0131,pay_demo_0131,setl_demo_0131,acc_demo_007,merchant_payable,7954.73,credit,2026-08-17,posted,
led_demo_0132,pay_demo_0132,setl_demo_0132,acc_demo_008,merchant_payable,8088.5,credit,2026-08-17,posted,
led_demo_0133,pay_demo_0133,setl_demo_0133,acc_demo_009,merchant_payable,8222.26,credit,2026-08-18,posted,
led_demo_0134,pay_demo_0134,setl_demo_0134,acc_demo_010,merchant_payable,8356.03,credit,2026-08-18,posted,
led_demo_0135,pay_demo_0135,setl_demo_0135,acc_demo_011,merchant_payable,8489.8,credit,2026-08-18,posted,
led_demo_0136,pay_demo_0136,setl_demo_0136,acc_demo_012,merchant_payable,8623.56,credit,2026-08-18,posted,
led_demo_0137,pay_demo_0137,setl_demo_0137,acc_demo_013,merchant_payable,8757.33,credit,2026-08-18,posted,
led_demo_0138,pay_demo_0138,setl_demo_0138,acc_demo_014,merchant_payable,8891.1,credit,2026-08-18,posted,
led_demo_0139,pay_demo_0139,setl_demo_0139,acc_demo_015,merchant_payable,9024.87,credit,2026-08-18,posted,
led_demo_0140,pay_demo_0140,setl_demo_0140,acc_demo_016,merchant_payable,9158.63,credit,2026-08-18,pending_clearance,
led_demo_0141,pay_demo_0141,setl_demo_0141,acc_demo_017,merchant_payable,9292.4,credit,2026-08-19,posted,
led_demo_0142,pay_demo_0142,setl_demo_0142,acc_demo_018,merchant_payable,9426.17,credit,2026-08-19,posted,
led_demo_0143,pay_demo_0143,setl_demo_0143,acc_demo_019,merchant_payable,9559.93,credit,2026-08-19,posted,
led_demo_0144,pay_demo_0144,setl_demo_0144,acc_demo_020,merchant_payable,9693.7,credit,2026-08-19,posted,
led_demo_0145,pay_demo_0145,setl_demo_0145,acc_demo_021,merchant_payable,161.11,credit,2026-08-19,posted,
led_demo_0146,pay_demo_0146,setl_demo_0146,acc_demo_022,merchant_payable,294.87,credit,2026-08-19,posted,
led_demo_0147,pay_demo_0147,setl_demo_0147,acc_demo_023,merchant_payable,428.64,credit,2026-08-19,posted,
led_demo_0148,pay_demo_0148,setl_demo_0148,acc_demo_024,merchant_payable,562.41,credit,2026-08-19,posted,
led_demo_0149,pay_demo_0149,setl_demo_0149,acc_demo_025,merchant_payable,696.17,credit,2026-08-20,posted,
led_demo_0150,pay_demo_0150,setl_demo_0150,acc_demo_001,merchant_payable,829.94,credit,2026-08-20,posted,
led_demo_0151,pay_demo_0151,setl_demo_0151,acc_demo_002,merchant_payable,963.71,credit,2026-08-20,posted,
led_demo_0152,pay_demo_0152,setl_demo_0152,acc_demo_003,merchant_payable,1097.47,credit,2026-08-20,posted,
led_demo_0153,pay_demo_0153,setl_demo_0153,acc_demo_004,merchant_payable,1231.24,credit,2026-08-20,posted,
led_demo_0154,pay_demo_0154,setl_demo_0154,acc_demo_005,merchant_payable,1365.01,credit,2026-08-20,posted,
led_demo_0155,pay_demo_0155,setl_demo_0155,acc_demo_006,merchant_payable,1498.77,credit,2026-08-20,posted,
led_demo_0156,pay_demo_0156,setl_demo_0156,acc_demo_007,merchant_payable,1632.54,credit,2026-08-20,posted,
led_demo_0157,pay_demo_0157,setl_demo_0157,acc_demo_008,merchant_payable,1766.31,credit,2026-08-21,posted,
led_demo_0158,pay_demo_0158,setl_demo_0158,acc_demo_009,merchant_payable,1900.07,credit,2026-08-21,posted,
led_demo_0159,pay_demo_0159,setl_demo_0159,acc_demo_010,merchant_payable,2033.84,credit,2026-08-21,posted,
led_demo_0160,pay_demo_0160,setl_demo_0160,acc_demo_011,merchant_payable,2167.61,credit,2026-08-21,pending_clearance,
led_demo_0161,pay_demo_0161,setl_demo_0161,acc_demo_012,merchant_payable,2301.37,credit,2026-08-21,posted,
led_demo_0162,pay_demo_0162,setl_demo_0162,acc_demo_013,merchant_payable,2435.14,credit,2026-08-21,posted,
led_demo_0163,pay_demo_0163,setl_demo_0163,acc_demo_014,merchant_payable,2568.91,credit,2026-08-21,posted,
led_demo_0164,pay_demo_0164,setl_demo_0164,acc_demo_015,merchant_payable,2702.68,credit,2026-08-21,posted,
led_demo_0165,pay_demo_0165,setl_demo_0165,acc_demo_016,merchant_payable,2836.44,credit,2026-08-22,posted,
led_demo_0166,pay_demo_0166,setl_demo_0166,acc_demo_017,merchant_payable,2970.21,credit,2026-08-22,posted,
led_demo_0167,pay_demo_0167,setl_demo_0167,acc_demo_018,merchant_payable,3103.98,credit,2026-08-22,posted,
led_demo_0168,pay_demo_0168,setl_demo_0168,acc_demo_019,merchant_payable,3237.74,credit,2026-08-22,posted,
led_demo_0169,pay_demo_0169,setl_demo_0169,acc_demo_020,merchant_payable,3371.51,credit,2026-08-22,posted,
led_demo_0170,pay_demo_0170,setl_demo_0170,acc_demo_021,merchant_payable,3505.28,credit,2026-08-22,posted,
led_demo_0171,pay_demo_0171,setl_demo_0171,acc_demo_022,merchant_payable,3639.04,credit,2026-08-22,posted,
led_demo_0172,pay_demo_0172,setl_demo_0172,acc_demo_023,merchant_payable,3772.81,credit,2026-08-22,posted,
led_demo_0173,pay_demo_0173,setl_demo_0173,acc_demo_024,merchant_payable,3906.58,credit,2026-08-23,posted,
led_demo_0174,pay_demo_0174,setl_demo_0174,acc_demo_025,merchant_payable,4040.34,credit,2026-08-23,posted,
led_demo_0175,pay_demo_0175,setl_demo_0175,acc_demo_001,merchant_payable,4174.11,credit,2026-08-23,posted,
led_demo_0176,pay_demo_0176,setl_demo_0176,acc_demo_002,merchant_payable,4307.88,credit,2026-08-23,posted,
led_demo_0177,pay_demo_0177,setl_demo_0177,acc_demo_003,merchant_payable,4441.64,credit,2026-08-23,posted,
led_demo_0178,pay_demo_0178,setl_demo_0178,acc_demo_004,merchant_payable,4575.41,credit,2026-08-23,posted,
led_demo_0179,pay_demo_0179,setl_demo_0179,acc_demo_005,merchant_payable,4709.18,credit,2026-08-23,posted,
led_demo_0180,pay_demo_0180,setl_demo_0180,acc_demo_006,merchant_payable,4842.94,credit,2026-08-23,pending_clearance,
led_demo_0181,pay_demo_0181,setl_demo_0181,acc_demo_007,merchant_payable,4976.71,credit,2026-08-24,posted,
led_demo_0182,pay_demo_0182,setl_demo_0182,acc_demo_008,merchant_payable,5110.48,credit,2026-08-24,posted,
led_demo_0183,pay_demo_0183,setl_demo_0183,acc_demo_009,merchant_payable,5244.24,credit,2026-08-24,posted,
led_demo_0184,pay_demo_0184,setl_demo_0184,acc_demo_010,merchant_payable,5378.01,credit,2026-08-24,posted,
led_demo_0185,pay_demo_0185,setl_demo_0185,acc_demo_011,merchant_payable,5511.78,credit,2026-08-24,posted,
led_demo_0186,pay_demo_0186,setl_demo_0186,acc_demo_012,merchant_payable,5645.54,credit,2026-08-24,posted,
led_demo_0187,pay_demo_0187,setl_demo_0187,acc_demo_013,merchant_payable,5779.31,credit,2026-08-24,posted,
led_demo_0188,pay_demo_0188,setl_demo_0188,acc_demo_014,merchant_payable,5913.08,credit,2026-08-24,posted,
led_demo_0189,pay_demo_0189,setl_demo_0189,acc_demo_015,merchant_payable,6046.85,credit,2026-08-25,posted,
led_demo_0190,pay_demo_0190,setl_demo_0190,acc_demo_016,merchant_payable,6180.61,credit,2026-08-25,posted,
led_demo_0191,pay_demo_0191,setl_demo_0191,acc_demo_017,merchant_payable,6314.38,credit,2026-08-25,posted,
led_demo_0192,pay_demo_0192,setl_demo_0192,acc_demo_018,merchant_payable,6448.15,credit,2026-08-25,posted,
led_demo_0193,pay_demo_0193,setl_demo_0193,acc_demo_019,merchant_payable,6581.91,credit,2026-08-25,posted,
led_demo_0194,pay_demo_0194,setl_demo_0194,acc_demo_020,merchant_payable,6715.68,credit,2026-08-25,posted,
led_demo_0195,pay_demo_0195,setl_demo_0195,acc_demo_021,merchant_payable,6849.45,credit,2026-08-25,posted,
led_demo_0196,pay_demo_0196,setl_demo_0196,acc_demo_022,merchant_payable,6983.21,credit,2026-08-25,posted,
led_demo_0197,pay_demo_0197,setl_demo_0197,acc_demo_023,merchant_payable,7116.98,credit,2026-08-26,posted,
led_demo_0198,pay_demo_0198,setl_demo_0198,acc_demo_024,merchant_payable,7250.75,credit,2026-08-26,posted,
led_demo_0199,pay_demo_0199,setl_demo_0199,acc_demo_025,merchant_payable,7384.51,credit,2026-08-26,posted,
led_demo_0200,pay_demo_0200,setl_demo_0200,acc_demo_001,merchant_payable,7518.28,credit,2026-08-26,pending_clearance,
led_demo_0201,pay_demo_0201,setl_demo_0201,acc_demo_002,merchant_payable,7652.05,credit,2026-08-26,posted,
led_demo_0202,pay_demo_0202,setl_demo_0202,acc_demo_003,merchant_payable,7785.81,credit,2026-08-26,posted,
led_demo_0203,pay_demo_0203,setl_demo_0203,acc_demo_004,merchant_payable,7919.58,credit,2026-08-26,posted,
led_demo_0204,pay_demo_0204,setl_demo_0204,acc_demo_005,merchant_payable,8053.35,credit,2026-08-26,posted,
led_demo_0205,pay_demo_0205,setl_demo_0205,acc_demo_006,merchant_payable,8187.11,credit,2026-08-27,posted,
led_demo_0206,pay_demo_0206,setl_demo_0206,acc_demo_007,merchant_payable,8320.88,credit,2026-08-27,posted,
led_demo_0207,pay_demo_0207,setl_demo_0207,acc_demo_008,merchant_payable,8454.65,credit,2026-08-27,posted,
led_demo_0208,pay_demo_0208,setl_demo_0208,acc_demo_009,merchant_payable,8588.41,credit,2026-08-27,posted,
led_demo_0209,pay_demo_0209,setl_demo_0209,acc_demo_010,merchant_payable,8722.18,credit,2026-08-27,posted,
led_demo_0210,pay_demo_0210,setl_demo_0210,acc_demo_011,merchant_payable,8855.95,credit,2026-08-27,posted,
led_demo_0211,pay_demo_0211,setl_demo_0211,acc_demo_012,merchant_payable,8989.71,credit,2026-08-27,posted,
led_demo_0212,pay_demo_0212,setl_demo_0212,acc_demo_013,merchant_payable,9123.48,credit,2026-08-27,posted,
led_demo_0213,pay_demo_0213,setl_demo_0213,acc_demo_014,merchant_payable,9257.25,credit,2026-08-28,posted,
led_demo_0214,pay_demo_0214,setl_demo_0214,acc_demo_015,merchant_payable,9391.02,credit,2026-08-28,posted,
led_demo_0215,pay_demo_0215,setl_demo_0215,acc_demo_016,merchant_payable,9524.78,credit,2026-08-28,posted,
led_demo_0216,pay_demo_0216,setl_demo_0216,acc_demo_017,merchant_payable,9658.55,credit,2026-08-28,posted,
led_demo_0217,pay_demo_0217,setl_demo_0217,acc_demo_018,merchant_payable,125.96,credit,2026-08-28,posted,
led_demo_0218,pay_demo_0218,setl_demo_0218,acc_demo_019,merchant_payable,259.72,credit,2026-08-28,posted,
